176626373,28500
976644587,28500
1507898991,28500
273560006,109653
174465990,109653
530240181,109653
71506844,109810
375217769,109810
158712983,140244
344927741,140244
362769815,140244
841524089,140244
289208499,140244
465094171,140244
467344870,140244
292615367,140244
279807026,140244
944439269,140244
507967,214661
37617743,214661
243547761,428872
2036289,428872
121726011,428872
183781266,429341
249397861,429341
18094352,429341
407008273,429341
601069052,429341
1808805418,429341
107339568,454084
381919841,454084
113006619,454084
61022665,507967
924294794,507967
2321081471,507967
7292059,507967
214661,507967
30215691,517835
4330660,568028
4652003,568028
22141191,597276
57244649,597276
48844489,597276
782767233,694812
1027765841,694812
347308355,694812
2455194387,841035
81822778,841035
45151735,841035
115726308,841035
757117399,841035
915578298,841035
80659149,888449
185459576,911906
2415318978,911906
114752065,911906
107663523,911906
291659289,911906
435853683,911906
36631211,911906
14539081,990624
187244242,990624
276884967,990624
179726816,990624
27523724,1034556
271698616,1034556
81738286,1034556
2950197592,1034556
6888391,1065479
6251332,1243095
7982937,1243095
82386964,1243095
1850878264,1243095
164592578,1337718
35780193,1344250
243547761,1344250
10346476,1344250
11168597,1344250
89092048,1344250
157200056,1352929
34340345,1377361
32108346,1396327
70789185,1427490
1143834754,1427490
19205000,1575716
525494851,1575716
1747178337,1575716
597770162,1575716
121726459,1575716
764137557,1575716
94224727,1575716
274965407,1575716
517444056,1575716
64910917,1575716
741746746,1575716
530038723,1575716
315491251,1575716
1834801314,1575716
393060621,1575716
1159375869,1575716
19038799,1575716
312792910,1760947
418078275,1760947
7756477,1927196
70740480,1927196
428872,2036289
1143834754,2036289
89251045,2036289
1104045834,2282061
306054647,2282061
1055792202,2282061
674961768,2282061
497687556,2282061
3368145,2352075
15141801,2352075
76324894,2352075
81738286,2352075
14130666,2352075
502526048,2352075
6394724,2352075
738957737,2388575
8824565,2388575
1064411766,2552461
745034775,2552461
13536646,2552461
53966937,2552461
10098992,2702919
39819088,2772926
103084662,2835246
31992747,2835246
864585513,2835246
923406085,2835246
54153743,2835246
18375590,2890836
549935390,2890836
21189077,2890836
915584650,2890836
153786689,2890836
303207760,2890836
278259892,2890836
312792910,2909760
846601477,2909760
123410119,2909760
155165540,2909760
119242957,2909760
7155991,2950638
2895807706,2950638
187187422,2950638
6812304,2950638
271990368,3032873
779445508,3032873
740295804,3032873
30952266,3232012
45636819,3232012
284415442,3232012
28223507,3232012
275063797,3334928
124477610,3368145
38219023,3368145
2352075,3368145
1465262860,3368145
25717221,3526408
3298232361,3573150
2814414243,3573150
6146710,3573150
61280055,3573150
393079734,3573150
419773700,3573150
409486309,3573150
591476262,3573150
18368017,3590298
38184223,3799237
570160307,3799237
315281297,3799237
175175055,3799237
20499795,3898032
35040918,3995997
37288715,3995997
34414022,4045632
29317632,4133004
252806077,4133004
38438871,4169102
7155991,4262455
37065795,4262455
12323784,4262455
361020440,4266380
763166929,4266380
13443512,4266380
199297503,4330660
644346023,4330660
153493412,4330660
20389274,4330660
2537074910,4330660
543629708,4330660
99455249,4330660
103084662,4330660
4362808,4330660
21364530,4330660
7017522,4330660
627341385,4330660
80417344,4330660
466295614,4330660
406364732,4330660
568028,4330660
243547761,4330660
64218238,4330660
2900398208,4330660
1120032376,4330660
119164875,4330660
610224275,4330660
185716793,4330660
314470200,4330660
99942361,4330660
646516613,4330660
1273726375,4330660
522305047,4330660
648568264,4330660
52730130,4330660
740295804,4330660
41428413,4330660
841254103,4330660
765497821,4330660
18727057,4330660
364832405,4330660
249283914,4330660
64630233,4330660
378037957,4330660
10885504,4330660
2027127330,4330660
215917800,4330660
236274321,4330660
251564209,4330660
49088441,4330660
306319931,4330660
67594531,4330660
4652003,4330660
115555522,4330660
497846791,4330660
346734515,4330660
115418092,4330660
82386964,4330660
345310777,4330660
1064365927,4330660
120706573,4330660
121758409,4330660
390623427,4330660
9652564,4330660
358893328,4330660
45888707,4330660
28478870,4330660
496097863,4330660
1173731921,4330660
369503226,4330660
21306541,4330660
346569320,4330660
547597163,4330660
247694250,4330660
36415161,4330660
16620519,4330660
278259892,4330660
11399933,4330660
7748436,4330660
87902072,4330660
25629587,4330660
35412805,4362808
627341385,4362808
287195073,4362808
457197497,4362808
56232184,4362808
390205766,4362808
215917800,4362808
4330660,4362808
343925328,4362808
1084525771,4362808
58135112,4362808
32933941,4362808
1114247981,4362808
378102519,4362808
105553868,4362808
1179450128,4363083
457197497,4363083
1255728249,4363083
56232184,4363083
553904597,4363083
9493676,4363083
215917800,4363083
454812073,4363083
37140302,4363083
982376894,4363083
275419050,4363083
573724279,4363083
44457734,4363083
99439125,4363083
247694250,4363083
378102519,4363083
48582801,4378680
